artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
2 Chainz,0.09684032258064516,0.7767903225806451,251314.7741935484,0.6258548387096775,0.00019327967741935488,0.1847403225806451,-6.142129032258063,0.23188548387096786,125.7129516129033,0.4789387096774193,61.435483870967744,1,1,62,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2 Crows,0.00147,0.588,183554.0,0.7879999999999999,2.09e-05,0.37799999999999995,-5.5820000000000025,0.0341,96.007,0.382,0.0,7,1,2,[]
2 Guys n the Parque,0.0717,0.8140000000000001,93600.0,0.879,0.0,0.0401,-5.416,0.12,120.113,0.9620000000000001,46.0,11,0,2,[]
2 Hyped Brothers & A Dog,0.0768,0.905,338533.0,0.38299999999999995,3.2e-05,0.113,-13.630999999999998,0.281,126.075,0.61,29.0,9,0,2,[]
2 In A Room,0.0718,0.7809999999999999,244133.0,0.838,5.42e-06,0.0381,-13.943,0.0494,122.819,0.8490000000000001,28.0,2,1,2,"['hip house', 'latin house', 'vogue']"
2 LIVE CREW,0.056752090909090926,0.8787272727272728,242195.7272727273,0.6760000000000004,0.012531776363636364,0.3782363636363636,-11.481909090909092,0.19647272727272733,126.90122727272728,0.6045909090909093,34.81818181818182,7,1,44,"['electro', 'gangster rap', 'hip hop', 'hip house', 'miami bass', 'miami hip hop', 'old school hip hop', 'rap']"
2 Pistols,0.00436,0.53,274053.0,0.745,0.0,0.345,-6.19,0.106,134.06799999999998,0.26899999999999996,51.0,10,0,1,"['dirty south rap', 'pop rap', 'southern hip hop', 'trap']"
2 Unlimited,0.03058,0.6985,228208.0,0.92225,0.006455925,0.08355,-11.51875,0.059275,130.971,0.7639999999999999,55.0,5,1,8,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
2* Sweet,0.0348,0.7879999999999999,1428097.0,0.687,2.0300000000000002e-05,0.14800000000000002,-13.304,0.152,102.345,0.897,44.0,1,1,2,[]
2.99 RECORDS,0.6153333333333334,0.6538333333333334,162211.0,0.3243333333333334,0.8770000000000001,0.12036666666666665,-18.4905,0.08161666666666667,112.91733333333336,0.25931666666666664,0.0,0,1,12,[]
20 Fingers,0.0021876666666666663,0.8793333333333333,235719.66666666663,0.7916666666666666,0.2565,0.0876,-9.098999999999998,0.06203333333333332,127.01466666666666,0.8216666666666667,55.33333333333334,11,0,3,"['eurodance', 'hip house']"
20-2-Life,0.0443,0.851,403467.0,0.451,0.297,0.127,-10.707,0.267,117.84700000000001,0.25,32.0,11,1,2,['dirty texas rap']
20/20,0.000236,0.45799999999999996,257733.0,0.541,0.00183,0.0371,-12.130999999999998,0.0485,133.57299999999998,0.5770000000000001,23.0,2,1,2,"['atl hip hop', 'dirty south rap', 'southern hip hop', 'trap']"
2000,0.00103,0.447,206500.0,0.555,0.0,0.0744,-9.141,0.033,86.068,0.33,0.0,0,1,2,[]
2000 And One,0.08633659199999999,0.67008,401533.52,0.7793999999999999,0.7148304,0.077248,-8.96968,0.062448000000000004,125.5596,0.446456,2.72,2,0,25,[]
2000 Jr Philadelphia Singers,0.608,0.23800000000000002,238053.0,0.17800000000000002,0.0179,0.311,-17.578,0.0487,185.644,0.34,1.0,2,1,1,[]
2000 Philadelphia Singers,0.8795000000000002,0.235,261773.25,0.16042499999999998,0.034522500000000005,0.197025,-16.70075,0.04055,116.05175,0.177725,0.25,1,1,8,[]
2000 Philadelphia Singers Male Quartet,0.8809999999999999,0.40700000000000003,190840.0,0.258,0.000455,0.127,-13.390999999999998,0.031,102.411,0.19399999999999998,0.0,7,1,2,[]
2000F & J Kamata,0.000317,0.35100000000000003,346653.0,0.621,0.6,0.105,-7.02,0.0517,139.94299999999998,0.265,1.0,7,1,2,['classic dubstep']
2002,0.9379000000000002,0.21830000000000008,312737.4,0.1161,0.8410000000000002,0.09898,-20.032100000000003,0.034269999999999995,159.01279999999997,0.08199999999999999,28.0,4,1,20,"['new age', 'operatic pop']"
2003 Jr Philadelphia Singers,0.9209999999999999,0.606,174000.0,0.207,0.0,0.0811,-16.425,0.102,92.541,0.809,0.0,0,1,2,[]
2003 Philadelphia Singers,0.95325,0.4280000000000001,285170.0,0.21125,0.00385295,0.17425,-15.45575,0.033075,97.2015,0.34327500000000005,0.75,2,1,4,[]
2003 Philadelphia Singers Men,0.772,0.583,233000.0,0.207,0.0,0.107,-13.722000000000001,0.0383,119.75399999999999,0.493,1.0,5,1,2,[]
2003 Philadelphia Singers Quartet,0.9620000000000001,0.418,248000.0,0.08900000000000001,0.0,0.0523,-19.11,0.037000000000000005,79.497,0.555,0.0,0,1,1,[]
2004 Hawaii Music Awards Compilation Of The Year,0.8229999999999998,0.5174285714285713,215792.2857142857,0.3624285714285714,0.12552345714285715,0.1910000000000001,-11.979571428571427,0.03487142857142857,124.74985714285714,0.4744285714285713,10.857142857142858,4,1,14,[]
2004 Philadelphia Singers,0.9705,0.15150000000000002,325000.0,0.225,0.005825,0.2255,-14.178999999999998,0.0391,68.1605,0.0977,1.0,2,1,2,[]
2004 Philadelphia Singers Men,0.9309999999999999,0.434,180000.0,0.311,1.12e-06,0.0801,-10.062000000000001,0.0259,83.912,0.28300000000000003,1.0,0,1,2,[]
2004 Philadelphia Singers Women,0.9690000000000001,0.303,158227.0,0.158,0.0134,0.114,-17.621,0.0315,102.35700000000001,0.32,0.0,7,1,2,[]
2005 ทิวา Hula Hula,0.23800000000000002,0.728,203867.0,0.9109999999999999,7.91e-06,0.022000000000000002,-1.036,0.0457,153.011,0.9640000000000001,2.0,2,1,2,[]
2007 Philadelphia Singers,0.946,0.155,436907.0,0.191,0.013999999999999999,0.0956,-14.585999999999999,0.0383,83.272,0.09,1.0,5,1,1,[]
2007 Philadelphia Singers Quartet,0.963,0.204,225000.0,0.166,0.00041799999999999997,0.114,-14.809000000000001,0.037000000000000005,61.94300000000001,0.0776,1.0,5,1,1,[]
2008 South Africa,0.6779999999999999,0.6920000000000001,225360.0,0.517,0.0,0.11900000000000001,-7.027,0.0298,127.944,0.485,0.0,9,1,1,[]
2009 Philadelphia Singers,0.951,0.368,235973.0,0.251,1e-06,0.0874,-14.612,0.0336,80.113,0.19699999999999998,0.0,5,1,1,[]
2010 Imperial Choraliers,0.63,0.628,180000.0,0.19699999999999998,0.00032900000000000003,0.0905,-14.96,0.0327,118.01899999999999,0.303,1.0,3,1,2,[]
2010 Philadelphia Singers,0.9243333333333332,0.3206666666666667,268311.0,0.332,0.028666666666666663,0.1325333333333333,-12.134666666666664,0.03233333333333333,110.251,0.26566666666666666,0.0,5,1,3,[]
2012,0.00010513333333333336,0.6756666666666667,392337.66666666674,0.9276666666666666,0.8543333333333333,0.2936666666666667,-6.649666666666665,0.04406666666666666,142.6593333333333,0.07043333333333332,0.0,11,0,3,[]
2013,0.000303,0.799,389677.0,0.907,0.85,0.0575,-9.249,0.0507,129.999,0.0848,0.0,3,0,2,[]
2014 ATHINAIKI DISCOGRAFIKI,0.995,0.501,189453.0,0.341,0.0117,0.418,-11.514000000000001,0.0814,109.956,0.621,0.0,2,1,2,[]
2017,0.000775,0.713,467647.0,0.8420000000000001,0.821,0.429,-8.288,0.0402,136.00799999999998,0.20199999999999999,0.0,2,1,2,[]
20for7,2.58e-05,0.8059999999999999,419200.0,0.46799999999999997,0.645,0.0165,-13.494000000000002,0.068,124.0,0.511,0.0,0,1,1,[]
20th Century Fox Studio Orchestra,0.831,0.3466666666666667,101480.33333333331,0.326,0.8103333333333333,0.33676666666666666,-13.196,0.03693333333333333,100.02433333333332,0.6326666666666667,0.0,5,1,6,[]
21 Savage,0.13250868750000006,0.7913125000000001,218541.70833333328,0.5948750000000003,0.03706835208333333,0.15883750000000008,-6.604958333333332,0.26102291666666666,125.87227083333336,0.3775916666666668,70.16666666666667,1,0,48,"['atl hip hop', 'rap', 'trap']"
"22, Little Red, Tangle Eye & Hard Hair",0.948,0.789,278082.0,0.35200000000000004,0.000778,0.0867,-9.337,0.66,139.616,0.659,16.0,8,1,1,[]
24hrs,0.0742,0.536,192000.0,0.879,0.0,0.0847,-3.0189999999999997,0.0621,140.137,0.33399999999999996,73.0,1,1,2,"['trap', 'trap soul', 'underground hip hop', 'vapor trap']"
24kGoldn,0.141665,0.7145,157811.41666666663,0.6840000000000002,2.1533333333333336e-06,0.1615,-4.680166666666667,0.09448333333333336,129.34883333333332,0.5794166666666666,75.66666666666667,9,0,12,['cali rap']
27CLUB,0.428,0.514,155893.0,0.7120000000000001,8.77e-06,0.11199999999999999,-7.2810000000000015,0.33399999999999996,76.393,0.48700000000000004,66.0,2,1,2,"['emo rap', 'sad rap']"
2:00AM Wake Up Call,0.72,0.426,192000.0,0.41700000000000004,0.0,0.10099999999999999,-9.113,0.0297,169.66299999999995,0.5529999999999999,0.0,9,0,2,[]
2Baba,0.0158,0.591,283000.0,0.602,0.0,0.278,-7.483,0.386,147.957,0.355,0.0,1,1,2,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'highlife', 'nigerian hip hop', 'nigerian pop']"
2CELLOS,0.632,0.7559999999999999,214680.0,0.8140000000000001,0.0006799999999999999,0.161,-6.11,0.0437,135.043,0.905,61.0,0,1,2,"['bow pop', 'cello', 'classify']"
2Glory,0.10099999999999999,0.7070000000000001,240000.0,0.685,0.0,0.0963,-8.11,0.10300000000000001,92.525,0.41,0.0,8,1,2,[]
2KBABY,0.512,0.6859999999999999,105600.0,0.36200000000000004,0.0,0.168,-12.042,0.617,126.7,0.6,70.0,2,1,2,['kentucky hip hop']
2Loop,0.0020785,0.6265,397431.0,0.84075,0.8195000000000001,0.088875,-9.07825,0.073725,134.48625,0.51375,12.75,5,1,8,[]
2NE1,0.0076700000000000015,0.8190000000000001,208731.0,0.8440000000000001,0.00834,0.055999999999999994,-3.739,0.038,127.99700000000001,0.687,64.0,0,1,2,"['dance pop', 'k-pop', 'k-pop girl group', 'pop dance']"
2Pac,0.12875520622568104,0.7766692607003892,262554.96108949423,0.7034046692607003,0.007989610933852141,0.22239143968871594,-7.2265719844358,0.2193486381322957,107.64694941634251,0.6047198443579764,48.6420233463035,1,1,257,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
2ReD Suns,0.128,0.605,226302.0,0.77,3.3299999999999996e-05,0.195,-7.6,0.193,119.985,0.483,0.0,10,1,2,[]
2Rock,0.0006490000000000001,0.5,72720.0,0.983,0.965,0.364,-5.907,0.063,132.043,0.782,3.0,6,0,1,['russian trance']
2WRAPZ,0.000991,0.8,436151.0,0.8390000000000001,0.8370000000000001,0.0625,-8.665,0.0533,125.0,0.9690000000000001,1.0,0,1,4,[]
2nClubbers,0.00487,0.8270000000000001,308310.5,0.97,0.46335,0.3385,-5.1935,0.06705,125.9775,0.5860000000000001,0.0,6,1,2,[]
2nd Chapter Of Acts,0.6054999999999999,0.4330000000000001,169067.0,0.3765,0.0,0.1148,-11.488499999999998,0.0277,89.17299999999999,0.4420000000000001,28.5,1,1,4,"['christian music', 'deep christian rock']"
2nd Generation Outlawz,0.0013,0.516,247060.0,0.452,2.69e-06,0.128,-8.204,0.0322,130.069,0.0412,0.0,1,1,1,[]
2nd II None,0.048271428571428576,0.8957142857142857,243436.2857142857,0.5241428571428571,1.4457142857142858e-06,0.22285714285714286,-11.309571428571427,0.1887714285714286,101.00828571428572,0.8488571428571429,36.0,6,1,7,"['gangster rap', 'west coast rap']"
2nd South Carolina String Band,0.5895,0.5515000000000001,345866.5,0.639,8.15e-07,0.21950000000000008,-7.9145,0.04625,103.9895,0.6225,40.5,2,1,4,"['early american folk', 'string band', 'traditional country']"
2tone,0.0372,0.645,349547.0,0.9390000000000001,0.000686,0.135,-6.869,0.0502,138.009,0.927,1.0,2,1,1,['kawaii future bass']
3,0.6779999999999999,0.6920000000000001,225360.0,0.517,0.0,0.11900000000000001,-7.027,0.0298,127.944,0.485,0.0,9,1,1,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']"
3 Doors Down,0.02150311794871796,0.5143333333333336,235739.8461538461,0.7790512820512822,0.0008087643589743589,0.14189743589743592,-5.738205128205128,0.03495641025641026,124.36546153846157,0.4197692307692309,52.97435897435897,7,0,39,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']"
3 Years Down,4.120000000000001e-05,0.094,140213.0,0.877,0.00031099999999999997,0.29100000000000004,-4.9319999999999995,0.0586,184.778,0.401,0.0,9,1,2,[]
3 in One,0.479,0.599,202857.0,0.47100000000000003,0.0,0.133,-8.552,0.0945,121.11,0.547,0.0,6,1,2,[]
311,0.025874297297297285,0.6261081081081082,206774.7837837838,0.806864864864865,0.002696502162162162,0.17468648648648644,-7.544405405405402,0.06462162162162162,129.6644594594595,0.6331081081081079,40.54054054054054,9,1,74,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock']"
347aidan,0.799,0.8785000000000001,189020.5,0.3665,4.0975000000000013e-05,0.213,-11.438,0.09285,100.4925,0.5855,77.0,9,0,4,['sad rap']
35MM: A Musical Exhibition Original Cast,0.113,0.772,289587.0,0.615,0.0,0.0581,-7.983,0.0633,119.962,0.7040000000000001,52.0,8,0,2,[]
36 Crazyfists,0.00119,0.585,198600.0,0.9309999999999999,2.46e-05,0.115,-4.843,0.0847,160.079,0.8140000000000001,51.0,0,1,2,"['alternative metal', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock']"
38 Special,0.02775153846153846,0.5249230769230768,252840.28205128212,0.6192820512820513,0.029026273333333318,0.11959230769230768,-11.656846153846152,0.032246153846153834,126.32705128205131,0.7745897435897438,31.64102564102564,7,1,78,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
3B Glel,0.040734999999999986,0.8270000000000001,189087.5,0.5460000000000002,0.0,0.12135,-8.023499999999999,0.439,141.0045,0.266,0.0,5,1,8,[]
3BDF Blicky,0.00257,0.8290000000000001,166949.0,0.562,0.0,0.157,-8.732999999999999,0.425,145.02200000000005,0.155,0.0,1,1,2,[]
3BallMTY,0.213,0.792,193533.0,0.9159999999999999,3.11e-05,0.061,-5.01,0.0685,131.895,0.966,60.0,9,1,1,['trival']
3CE,0.314,0.9390000000000001,254587.0,0.649,6.39e-06,0.13,-6.5020000000000024,0.122,113.991,0.599,0.0,7,1,2,[]
3LAU,0.03172866666666666,0.5193333333333333,162462.5,0.9253333333333332,0.13025228333333336,0.2577166666666667,-5.8455,0.0923,119.44566666666668,0.3468333333333333,25.5,5,1,6,"['big room', 'edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
3LW,0.052975,0.6884999999999999,273486.5,0.7235,2.71e-05,0.16705,-6.2725,0.09355,137.34049999999996,0.6905,50.5,6,0,4,"['girl group', 'hip pop', 'r&b', 'urban contemporary']"
3M,0.218,0.833,151641.0,0.621,0.0,0.0926,-7.061,0.22,130.037,0.447,0.0,9,0,2,[]
